"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir01Ox-b24670.2","Chir01Ox-b24670.2","AT1G26600","AT1G26600.1",1.18692081692776,0.642,0.011,0,0,NA,NA,"apoplast, cell-cell signaling involved in cell fate commitment, maintenance of root meristem identity, mitochondrion, phloem development, regulation of cell differentiation","GEP_42and DEGs",17
"Chir07Ox-b15170.2","Chir07Ox-b15170.2","AT4G18280","GRPL1",4.48470969869498,0.434,0.013,0,0,NA,NA,"cellular_component, molecular_function, response to stress","GEP_28and DEGs",18
"Chir03Ox-b30540.2","Chir03Ox-b30540.2","AT2G16630","FOCL1",1.11534375876628,0.341,0.015,1.21334074980942e-238,2.38542791412531e-234,NA,NA,"extracellular region, molecular_function, stomatal complex development","GEP_28and DEGs",19
"Chir07Ox-b37240.2","Chir07Ox-b37240.2","AT4G38420","sks9",1.00961458076004,0.202,0.015,2.68186368704631e-85,5.27254400873305e-81,NA,NA,"copper ion binding, extracellular region, oxidoreductase activity, plant-type cell wall, plasmodesma, response to bacterium, response to light stimulus","GEP_28and DEGs",20
"Chir01Ox-b03210.2","Chir01Ox-b03210.2","AT1G04110","AtSDD1",2.74256604687087,0.405,0.016,0,0,NA,NA,"external side of plasma membrane, extracellular region, regulation of cell population proliferation, serine-type endopeptidase activity, stomatal complex morphogenesis","GEP_42and DEGs",21
"Chir01Ox-b11730.2","Chir01Ox-b11730.2","AT1G11850","F12F1.31",4.62957443922977,0.815,0.017,0,0,NA,NA,"cell wall organization or biogenesis, cellular_component, molecular_function, tissue development","DEGs",22
"Chir01Ox-b27220.2","Chir01Ox-b27220.2",NA,NA,3.41869100990115,0.434,0.018,0,0,NA,NA,NA,"GEP_28and DEGs",23
"Chir08Ox-b30160.2","Chir08Ox-b30160.2","AT5G66440","K1F13.9",1.70520535355855,0.474,0.02,0,0,NA,NA,"defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus","DEGs",24
"Chir03Ox-b10200.2","Chir03Ox-b10200.2","AT3G10910","ATL72",1.09617931756775,0.578,0.021,0,0,NA,NA,"cellular response to radiation, hormone-mediated signaling pathway, nucleus, regulation of defense response, response to abscisic acid, response to blue light","DEGs",25
"Chir07Ox-b01700.2","Chir07Ox-b01700.2","AT5G40780","LHT1",1.43303983337863,0.266,0.021,2.34690699549616e-106,4.61401915314545e-102,NA,NA,"acidic amino acid transmembrane transporter activity, amino acid import, amino acid transmembrane transport, amino acid transmembrane transporter activity, cytoplasm, defense response, membrane, plastid","DEGs",26
"Chir03Ox-b05340.2","Chir03Ox-b05340.2",NA,NA,1.00865011462297,0.341,0.022,9.42723431821913e-166,1.85339426696188e-161,NA,NA,NA,"GEP_28and DEGs",27
"Chir04Ox-b11570.2","Chir04Ox-b11570.2","AT2G29995",NA,1.05569051276999,0.301,0.022,8.31620813367243e-132,1.63496651908e-127,NA,NA,"inorganic ion homeostasis, mitochondrion, molecular_function, protein-containing complex assembly, response to inorganic substance","DEGs",28
"Chir03Ox-b14380.2","Chir03Ox-b14380.2","AT3G14760","T21E2.1",1.54065590787682,0.595,0.023,0,0,NA,NA,"cellular_component, molecular_function, response to light stimulus","DEGs",29
"Chir08Ox-b30170.2","Chir08Ox-b30170.2","AT5G66400","RAB18",3.56169370695231,0.306,0.025,5.13008924794028e-122,1.00857554614506e-117,NA,NA,"cold acclimation, cytosol, molecular_function, response to 1-aminocyclopropane-1-carboxylic acid, response to abscisic acid, response to water deprivation","GEP_28and DEGs",30
"Chir05Ox-b12230.2","Chir05Ox-b12230.2","AT3G47380","AtPMEI11",2.51431199319159,0.705,0.03,0,0,NA,NA,"apoplast, enzyme inhibitor activity, extracellular region, negative regulation of catalytic activity, pectinesterase inhibitor activity, plant-type cell wall organization or biogenesis","DEGs",31
"Chir02Ox-b03290.2","Chir02Ox-b03290.2","AT1G62300","WRKY6",1.64089454690681,0.543,0.128,3.84512769045112e-64,7.55952103942689e-60,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs",32
"Chir05Ox-b03000.2","Chir05Ox-b03000.2","AT3G25730","AT3G25730.1",1.10102972438262,0.676,0.145,5.8761239033009e-100,1.15524595938896e-95,"Yes","RAV","defense response, DNA-binding transcription factor activity, nucleus, plant epidermis development, regulation of DNA-templated transcription, response to inorganic substance, response to light stimulus, root morphogenesis, transcription cis-regulatory region binding","DEGs",33
"Chir05Ox-b06840.2","Chir05Ox-b06840.2","AT3G28910","ATMYB30",1.575188388107,0.717,0.192,2.14216238982329e-73,4.21149125839259e-69,"Yes","MYB","DNA-binding transcription factor activity, negative regulation of photomorphogenesis, nucleus, plant-type hypersensitive response, protein binding, response to auxin, response to bacterium, response to high light intensity, response to hypoxia, sequence-specific double-stranded DNA binding, transcription cis-regulatory region binding, very long-chain fatty acid biosynthetic process","DEGs",34
"Chir01Ox-b04460.2","Chir01Ox-b04460.2","AT1G05230","AT1G05230.1",1.30364239266077,0.803,0.197,4.09641261384738e-105,8.05354719882395e-101,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, mucilage biosynthetic process involved in seed coat development, nucleus, plant-type cell wall cellulose metabolic process, positive regulation of DNA-templated transcription initiation, protein binding, seed coat development, transcription cis-regulatory region binding, trichome morphogenesis","DEGs",35
"Chir05Ox-b26390.2","Chir05Ox-b26390.2","AT3G60530","AT3G60530.1",1.14693652660188,0.549,0.227,1.86194273855446e-32,3.66057942399808e-28,"Yes","GATA","cell differentiation, DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, response to light stimulus, transcription cis-regulatory region binding, zinc ion binding","DEGs",36
"Chir01Ox-b14480.2","Chir01Ox-b14480.2","AT1G14440","AtHB31",1.11521540887141,0.665,0.25,8.98937993318123e-48,1.76731209486343e-43,"Yes","ZF-HD","DNA-binding transcription factor activity, long-day photoperiodism, flowering, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",37
"Chir07Ox-b35230.2","Chir07Ox-b35230.2","AT4G37790","HAT22",1.30789952016867,0.838,0.306,6.76091918239694e-79,1.32919671125924e-74,"Yes","HD-ZIP","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, response to abscisic acid, response to cytokinin, response to water deprivation, transcription cis-regulatory region binding","DEGs",38
"Chir06Ox-b32290.2","Chir06Ox-b32290.2","AT5G06710","HAT14",1.84459237069176,0.838,0.337,3.25438801583737e-78,6.39812683913626e-74,"Yes","HD-ZIP","defense response, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, regulation of DNA-templated transcription, response to bacterium, response to light stimulus, shoot system morphogenesis, signal transduction, tissue development, transcription cis-regulatory region binding","DEGs",39
"Chir05Ox-b04050.2","Chir05Ox-b04050.2","AT3G26744","ICE1",1.14294764011879,0.821,0.518,1.33637834255439e-49,2.62731982146193e-45,"Yes","bHLH","abscisic acid-activated signaling pathway, cis-regulatory region sequence-specific DNA binding, core promoter sequence-specific DNA binding, DNA binding, DNA-binding transcription factor activity, endosperm development, negative regulation of DNA-templated transcription, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of abscisic acid biosynthetic process, regulation of DNA-templated transcription, response to cold, response to freezing, seed dormancy process, seed morphogenesis, sequence-specific DNA binding, stomatal lineage progression, transcription cis-regulatory region binding","DEGs",40
