"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir08Ox-b16470.2","Chir08Ox-b16470.2","AT5G54510","GH3.6",2.86076165560431,0.717,0.06,0,0,NA,NA,"acid-amino acid ligase activity, auxin homeostasis, auxin-activated signaling pathway, cytoplasm, indole-3-acetic acid amido synthetase activity, nucleus, response to auxin, unidimensional cell growth","DEGs",17
"Chir01Ox-b16570.2","Chir01Ox-b16570.2","AT1G16530","LBD3",1.86675029374878,0.801,0.063,0,0,"Yes","LBD","cell differentiation, nucleus, root morphogenesis, tissue development, transcription cis-regulatory region binding","DEGs",18
"Chir04Ox-b20280.2","Chir04Ox-b20280.2",NA,NA,1.01372389014389,0.412,0.077,2.1777171081843e-138,4.28139183469034e-134,NA,NA,NA,"DEGs",19
"Chir07Ox-b35240.2","Chir07Ox-b35240.2","AT4G37800","XTH7",1.25833149913831,0.446,0.078,3.55382137038614e-160,6.98681281417914e-156,NA,NA,"cell wall biogenesis, cellular component biogenesis, extracellular region, hydrolase activity, hydrolyzing O-glycosyl compounds, plant-type cell wall organization or biogenesis, polysaccharide binding, xyloglucan metabolic process, xyloglucan:xyloglucosyl transferase activity","DEGs",20
"Chir03Ox-b30070.2","Chir03Ox-b30070.2",NA,NA,1.3841904188423,0.591,0.086,1.08074410613863e-275,2.12474291266855e-271,NA,NA,NA,"DEGs",21
"Chir08Ox-b25990.2","Chir08Ox-b25990.2","AT5G63450","CYP94B1",1.02539861682725,0.186,0.088,2.26677220383658e-12,4.45647415274271e-08,NA,NA,"chloroplast, heme binding, iron ion binding, jasmonic acid metabolic process, jasmonoyl-isoleucine-12-hydroxylase activity, monooxygenase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, protein binding, response to wounding","DEGs",22
"Chir06Ox-b37780.2","Chir06Ox-b37780.2","AT5G01840","ATOFP1",1.14328115153445,0.551,0.09,9.93452393223082e-233,1.95312740507658e-228,NA,NA,"cell growth, cortical microtubule organization, cytoskeleton, negative regulation of DNA-templated transcription, nucleolus, nucleus, protein binding, regulation of unidimensional cell growth, response to dexamethasone","DEGs",23
"Chir08Ox-b28310.2","Chir08Ox-b28310.2","AT5G65640","bHLH093",1.03962604218578,0.541,0.177,2.38229008398274e-102,4.68358230511007e-98,"Yes","bHLH","DNA-binding transcription factor activity, gibberellin catabolic process, nucleus, protein dimerization activity, regulation of DNA-templated transcription, regulation of gibberellin biosynthetic process, sequence-specific DNA binding","DEGs",24
"Chir05Ox-b22010.2","Chir05Ox-b22010.2","AT3G56400","WRKY70",1.25950373339122,0.554,0.185,3.37469263605226e-86,6.63464572247875e-82,"Yes","WRKY","camalexin biosynthetic process, cellular response to hypoxia, defense response to bacterium, defense response to fungus, defense response to oomycetes, DNA-binding transcription factor activity, floral organ senescence, indole glucosinolate biosynthetic process, induced systemic resistance, induced systemic resistance, jasmonic acid mediated signaling pathway, leaf senescence, negative regulation of DNA-templated transcription, negative regulation of leaf senescence, nucleus, positive regulation of salicylic acid mediated signaling pathway, protein binding, regulation of brassinosteroid mediated signaling pathway, regulation of defense response, regulation of DNA-templated transcription, regulation of ethylene-activated signaling pathway, regulation of jasmonic acid mediated signaling pathway, regulation of response to osmotic stress, regulation of response to water deprivation, regulation of salicylic acid mediated signaling pathway, regulation of stomatal closure, response to bacterium, response to insect, response to jasmonic acid, response to osmotic stress, response to reactive oxygen species, response to salicylic acid, sequence-specific DNA binding, systemic acquired resistance, salicylic acid mediated signaling pathway, transcription cis-regulatory region binding","DEGs",25
"Chir01Ox-b27110.2","Chir01Ox-b27110.2","AT1G28360","ATERF12",1.04460232602434,0.635,0.189,1.51808105840963e-140,2.98454736083334e-136,"Yes","ERF","DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, intracellular anatomical structure, nucleus, protein binding, regulation of DNA-templated transcription","DEGs",26
"Chir07Ox-b30310.2","Chir07Ox-b30310.2","AT4G32980","ATH1",0.978506581376221,0.693,0.24,2.32328533368264e-140,4.56757896602006e-136,"Yes","TALE","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, floral organ abscission, meristem maintenance, negative regulation of cell population proliferation, nucleus, photomorphogenesis, protein binding, regulation of gibberellin biosynthetic process, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding, shoot organ boundary specification, vegetative to reproductive phase transition of meristem","DEGs",27
"Chir04Ox-b10110.2","Chir04Ox-b10110.2","AT2G28550","RAP2.7",1.13161590890748,0.761,0.37,6.73032805723214e-113,1.32318249605184e-108,"Yes","AP2","DNA binding, DNA-binding transcription factor activity, negative regulation of gene expression, negative regulation of innate immune response, nucleus, plant organ morphogenesis, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, vegetative to reproductive phase transition of meristem","DEGs",28
"Chir01Ox-b04960.2","Chir01Ox-b04960.2","AT1G05710","F3F20.16",1.24648684551163,0.753,0.406,2.10892896717767e-89,4.14615434947129e-85,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs",29
"Chir03Ox-b32690.2","Chir03Ox-b32690.2","AT2G18160","ATBZIP2",1.43635261159872,0.9,0.567,1.44816449916786e-123,2.84709140536401e-119,"Yes","bZIP","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, transcription cis-regulatory region binding","DEGs",30
