"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir03Ox-b16100.2","Chir03Ox-b16100.2","AT3G16330","MYA6.13",1.01238240462363,0.31,0.029,0,0,NA,NA,"cellular_component, molecular_function, secondary metabolic process","DEGs",11
"Chir06Ox-b33630.2","Chir06Ox-b33630.2","AT5G05340","AT5G05340.1",1.09813611202306,0.134,0.033,1.19141850225492e-78,2.34232877543317e-74,NA,NA,"apoplast, extracellular region, Golgi apparatus, heme binding, lignin biosynthetic process, plant-type cell wall, positive regulation of syringal lignin biosynthetic process, protein binding, response to oxidative stress, xylem development","DEGs",12
"Chir02Ox-b00230.2","Chir02Ox-b00230.2","AT1G64620","VDOF2",1.03759651495137,0.617,0.035,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","GEP_10and DEGs",13
"Chir08Ox-b24020.2","Chir08Ox-b24020.2","AT5G61480","PXY",0.837351421801739,0.417,0.037,0,0,NA,NA,"cell division, phloem or xylem histogenesis, plasma membrane, procambium histogenesis, protein binding, protein phosphorylation, protein serine/threonine kinase activity, secondary shoot formation, xylem development","GEP_10and DEGs",14
"Chir01Ox-b27170.2","Chir01Ox-b27170.2","AT1G28400","F3M18.16",2.3405558681797,0.798,0.041,0,0,NA,NA,"biological_process, cellular_component, molecular_function","GEP_10and DEGs",15
"Chir03Ox-b15040.2","Chir03Ox-b15040.2","AT3G15353","MT3",2.48160055373623,0.568,0.043,0,0,NA,NA,"cellular copper ion homeostasis, copper ion binding, extracellular region, hormone-mediated signaling pathway, response to cytokinin, zinc ion binding","DEGs",16
"Chir05Ox-b02980.2","Chir05Ox-b02980.2","AT3G25710","ATAIG1",1.03537404853551,0.353,0.044,0,0,"Yes","bHLH","anthocyanin-containing compound biosynthetic process, cellular response to phosphate starvation, DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, root development, root hair cell development","DEGs",17
"Chir04Ox-b23870.2","Chir04Ox-b23870.2","AT2G41130","STC8",1.08880076342306,0.445,0.047,0,0,"Yes","bHLH","chloroplast envelope, DNA-binding transcription factor activity, hyperosmotic salinity response, nucleus, protein dimerization activity, regulation of DNA-templated transcription","GEP_10and DEGs",18
"Chir04Ox-b18820.2","Chir04Ox-b18820.2","AT2G36570","PXC1",0.992687679390746,0.625,0.048,0,0,NA,NA,"kinase activity, plant-type secondary cell wall biogenesis, plasma membrane, protein kinase activity, protein phosphorylation","GEP_10and DEGs",19
"Chir07Ox-b21070.2","Chir07Ox-b21070.2","AT4G24060","Dof4.6",1.14794356329312,0.76,0.065,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","GEP_10and DEGs",20
"Chir02Ox-b03080.2","Chir02Ox-b03080.2","AT1G62380","ATACO2",1.39088585419964,0.274,0.07,4.52562410994601e-165,8.89737700015386e-161,NA,NA,"1-aminocyclopropane-1-carboxylate oxidase activity, cellular response to fatty acid, cellular response to nitric oxide, copper ion binding, cytoplasm, cytosol, detection of ethylene stimulus, dioxygenase activity, endoplasmic reticulum, ethylene biosynthetic process, Golgi apparatus, nucleus, plant-type cell wall, plasma membrane, plasmodesma, positive regulation of seed germination","GEP_10and DEGs",21
"Chir04Ox-b10040.2","Chir04Ox-b10040.2","AT2G28510","AT2G28510.1",1.17619943839971,0.57,0.078,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleolus, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding, zinc ion binding","DEGs",22
"Chir02Ox-b22440.2","Chir02Ox-b22440.2","AT1G75500","UMAMIT5",2.15482399557693,0.599,0.086,0,0,NA,NA,"auxin export across the plasma membrane, mitochondrion, plant-type secondary cell wall biogenesis, plant-type vacuole, plant-type vacuole membrane, plasma membrane, positive regulation of auxin metabolic process, positive regulation of tryptophan metabolic process, transmembrane transporter activity, unidimensional cell growth","GEP_10and DEGs",23
"Chir06Ox-b17980.2","Chir06Ox-b17980.2","AT5G21105",NA,1.56068126104553,0.71,0.095,0,0,NA,NA,"alpha-amino acid metabolic process, carboxylic acid biosynthetic process, copper ion binding, extracellular region, L-ascorbate oxidase activity, oxidoreductase activity, plant-type cell wall, plasmodesma, response to jasmonic acid, response to water deprivation, response to wounding","GEP_10and DEGs",24
"Chir06Ox-b22720.2","Chir06Ox-b22720.2","AT5G16600","MYB43",1.34388437128651,0.551,0.097,0,0,"Yes","MYB","cell differentiation, DNA-binding transcription factor activity, L-phenylalanine biosynthetic process, nucleus, positive regulation of DNA-templated transcription, regulation of lignin biosynthetic process, regulation of phenylpropanoid metabolic process, regulation of secondary cell wall biogenesis, transcription cis-regulatory region binding","DEGs",25
"Chir07Ox-b26310.2","Chir07Ox-b26310.2","AT4G29100","BHLH68",1.34980679343842,0.789,0.1,0,0,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to abscisic acid, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs",26
"Chir04Ox-b02280.2","Chir04Ox-b02280.2","AT2G22850","AtbZIP6",1.22574162355549,0.498,0.109,0,0,"Yes","bZIP","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, transcription cis-regulatory region binding","DEGs",27
"Chir08Ox-b23950.2","Chir08Ox-b23950.2","AT5G61420","HAG1",1.12310509683736,0.52,0.194,2.10708959127829e-217,4.14253813645312e-213,"Yes","MYB","cellular response to sulfur starvation, defense response to fungus, DNA-binding transcription factor activity, induced systemic resistance, nucleus, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, response to bacterium, response to insect, transcription cis-regulatory region binding","DEGs",28
"Chir01Ox-b28620.2","Chir01Ox-b28620.2","AT1G29950","AT1G29950.1",1.283462976875,0.752,0.233,0,0,"Yes","bHLH","DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription","DEGs",29
"Chir07Ox-b35230.2","Chir07Ox-b35230.2","AT4G37790","HAT22",0.982802737301562,0.607,0.296,8.28512639727891e-181,1.62885584970503e-176,"Yes","HD-ZIP","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, response to abscisic acid, response to cytokinin, response to water deprivation, transcription cis-regulatory region binding","DEGs",30
