"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir07Ox-b20540.2","Chir07Ox-b20540.2","AT4G23550","WRKY29",1.59820855854461,0.273,0.018,3.00583092277364e-55,5.90946359417297e-51,"Yes","WRKY","DNA-binding transcription factor activity, nucleus, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b25450.2","Chir06Ox-b25450.2","AT5G14000","anac084",1.2877862193282,0.288,0.04,1.31254749129391e-25,2.58046836788382e-21,"Yes","NAC","carboxylic acid biosynthetic process, cellular catabolic process, cellular lipid metabolic process, DNA binding, DNA-binding transcription factor activity, lipid biosynthetic process, nucleus, organic cyclic compound catabolic process, organic hydroxy compound metabolic process, regulation of DNA-templated transcription, response to salt stress, secondary metabolic process, transcription cis-regulatory region binding","DEGs"
"Chir02Ox-b22460.2","Chir02Ox-b22460.2","AT1G75520","SRS5",0.571997487555949,0.212,0.008,1.00611519559139e-73,1.97802247453268e-69,"Yes","SRS","anther development, DNA binding, DNA-binding transcription factor activity, gynoecium development, nucleus, photomorphogenesis, pollen development, positive regulation of DNA-templated transcription, protein binding, sequence-specific DNA binding","DEGs"
"Chir06Ox-b26410.2","Chir06Ox-b26410.2","AT5G13080","WRKY75",0.466899150744045,0.182,0.022,4.67659305219985e-19,9.19418194062491e-15,"Yes","WRKY","atrichoblast differentiation, DNA-binding transcription factor activity, lateral root development, negative regulation of transcription by RNA polymerase II, nucleus, protein binding, regulation of DNA-templated transcription in response to stress, regulation of response to nutrient levels, RNA polymerase II cis-regulatory region sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir04Ox-b02220.2","Chir04Ox-b02220.2","AT2G22800","HAT9",0.415666380698894,0.212,0.034,3.98281080343038e-16,7.83020603954412e-12,"Yes","HD-ZIP","defense response to other organism, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, pigment metabolic process, protein binding, response to red or far red light, sequence-specific DNA binding","DEGs"
"Chir08Ox-b30210.2","Chir08Ox-b30210.2","AT5G66350","SHI",0.414200901098801,0.242,0.03,7.43897802570096e-24,1.46250307985281e-19,"Yes","SRS","anther development, DNA binding, DNA-binding transcription factor activity, gibberellic acid mediated signaling pathway, negative regulation of gibberellic acid mediated signaling pathway, nucleus, pollen development, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, regulation of DNA-templated transcription, response to gibberellin, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b01380.2","Chir05Ox-b01380.2","AT2G02450","ANAC034",0.39815307302605,0.227,0.083,7.3738872956744e-06,0.144970624232959,"Yes","NAC","developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding","DEGs"
"Chir01Ox-b27840.2","Chir01Ox-b27840.2","AT1G29280","WRKY65",0.385726266766575,0.121,0,0,0,"Yes","WRKY","cell differentiation, developmental growth, DNA-binding transcription factor activity, nucleus, plant epidermis development, regulation of DNA-templated transcription, root morphogenesis, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b19700.2","Chir01Ox-b19700.2","AT1G19790","SRS7",0.376597647824595,0.242,0.028,1.09389612369036e-24,2.15059977917525e-20,"Yes","SRS","DNA binding, DNA-binding transcription factor activity, mRNA transcription, nucleus, positive regulation of DNA-templated transcription, protein binding","DEGs"
"Chir04Ox-b10360.2","Chir04Ox-b10360.2","AT2G28710","AT2G28710.1",0.371849873097256,0.167,0.005,1.75275758706247e-71,3.44592141616482e-67,"Yes","C2H2","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir07Ox-b03960.2","Chir07Ox-b03960.2",NA,NA,1.3188002784375,0.106,0,0,0,NA,NA,NA,"DEGs"
"Chir07Ox-b08570.2","Chir07Ox-b08570.2",NA,NA,1.38987499895991,0.121,0,0,0,NA,NA,NA,"DEGs"
"Chir07Ox-b19180.2","Chir07Ox-b19180.2",NA,NA,1.91864058260725,0.121,0,0,0,NA,NA,NA,"DEGs"
"Chir07Ox-b19210.2","Chir07Ox-b19210.2","AT4G22520","F7K2.100",2.31864939080569,0.121,0,0,0,NA,NA,"biological_process, extracellular region, molecular_function","DEGs"
"Chir07Ox-b33310.2","Chir07Ox-b33310.2","AT4G35810","F4B14.80",1.48664747170354,0.136,0,0,0,NA,NA,"endoplasmic reticulum, iron ion binding, L-ascorbic acid binding, nucleus, procollagen-proline 4-dioxygenase activity","DEGs"
"Chir07Ox-b19170.2","Chir07Ox-b19170.2","AT4G22485",NA,4.04020491191755,0.167,0.001,5.18924686207382e-308,1.02020593308371e-303,NA,NA,"biological_process, cytosol, molecular_function","DEGs"
"Chir07Ox-b19160.2","Chir07Ox-b19160.2",NA,NA,5.39753230497966,0.182,0.002,4.76604808079755e-195,9.37005052684798e-191,NA,NA,NA,"DEGs"
"Chir06Ox-b13630.2","Chir06Ox-b13630.2","AT5G25970","T1N24.19",2.92454877919775,0.242,0.003,3.45728539395521e-266,6.79702308451594e-262,NA,NA,"biological_process, cellular_component, glycosyltransferase activity","DEGs"
"Chir07Ox-b30280.2","Chir07Ox-b30280.2","AT4G32950","F26P21.70",1.65069951209856,0.106,0.003,2.67327119892759e-43,5.25565117709165e-39,NA,NA,"myosin phosphatase activity, peptidyl-threonine dephosphorylation, protein serine/threonine phosphatase activity","DEGs"
"Chir06Ox-b04610.2","Chir06Ox-b04610.2",NA,NA,1.5399289894961,0.167,0.004,1.97412990887899e-90,3.88113940085609e-86,NA,NA,NA,"DEGs"
