"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir08Ox-b09940.2","Chir08Ox-b09940.2",NA,NA,3.7968277532087,0.934,0.016,0,0,NA,NA,NA,"GEP_41and DEGs",14
"Chir01Ox-b27220.2","Chir01Ox-b27220.2",NA,NA,2.77174141022222,0.868,0.017,0,0,NA,NA,NA,"DEGs",15
"Chir08Ox-b30160.2","Chir08Ox-b30160.2","AT5G66440","K1F13.9",2.33936109937097,0.915,0.019,0,0,NA,NA,"defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus","DEGs",16
"Chir06Ox-b13660.2","Chir06Ox-b13660.2",NA,NA,6.72628791926924,0.792,0.02,0,0,NA,NA,NA,"DEGs",17
"Chir08Ox-b30170.2","Chir08Ox-b30170.2","AT5G66400","RAB18",1.0941987310042,0.292,0.025,1.0872699651661e-66,2.13757275151656e-62,NA,NA,"cold acclimation, cytosol, molecular_function, response to 1-aminocyclopropane-1-carboxylic acid, response to abscisic acid, response to water deprivation","DEGs",18
"Chir04Ox-b09930.2","Chir04Ox-b09930.2","AT2G28410","T1B3.7",3.32696347552314,0.84,0.032,0,0,NA,NA,"cell differentiation, membrane, meristem development, molecular_function","DEGs",19
"Chir01Ox-b25590.2","Chir01Ox-b25590.2","AT1G25230","F4F7.38",1.00920980967381,0.802,0.034,0,0,NA,NA,"acid phosphatase activity, cellular catabolic process, extracellular region, ferric iron binding, ferrous iron binding, growth, organic acid metabolic process, organic substance catabolic process, protein-containing complex assembly, response to light intensity","DEGs",20
"Chir08Ox-b28260.2","Chir08Ox-b28260.2","AT5G65590","AT5G65590.1",0.807709700556825,0.698,0.036,3.26727827744013e-281,6.4234690934473e-277,"Yes","Dof","DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, regulation of cell wall pectin metabolic process, regulation of DNA-templated transcription, sequence-specific DNA binding, stomatal movement","DEGs",21
"Chir04Ox-b28960.2","Chir04Ox-b28960.2","AT2G46070","ATMPK12",1.43670013806892,0.906,0.04,0,0,NA,NA,"ATP binding, cellular response to carbon dioxide, cytoplasm, intracellular signal transduction, kinase activity, MAP kinase activity, nucleus, protein autophosphorylation, protein binding, protein serine/threonine kinase activity, protein tyrosine kinase activity, regulation of stomatal closure, regulation of stomatal movement, response to auxin, response to indolebutyric acid, signal transduction","DEGs",22
"Chir06Ox-b11500.2","Chir06Ox-b11500.2",NA,NA,7.35566501489788,0.896,0.041,0,0,NA,NA,NA,"DEGs",23
"Chir05Ox-b19860.2","Chir05Ox-b19860.2","AT3G54390","T14E10.5",0.621543935971156,0.67,0.042,1.7356584840437e-217,3.41230457962992e-213,"Yes","Trihelix","DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",24
"Chir02Ox-b03290.2","Chir02Ox-b03290.2","AT1G62300","WRKY6",1.13902029041012,0.811,0.128,8.71149457484371e-92,1.71267983341427e-87,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs",25
"Chir01Ox-b30900.2","Chir01Ox-b30900.2","AT1G32330","ATHSFA1D",0.73667141392964,0.821,0.187,6.70027282932723e-74,1.31727363824573e-69,"Yes","HSF","cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to heat, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding","DEGs",26
"Chir06Ox-b31830.2","Chir06Ox-b31830.2","AT5G07100","WRKY26",0.711394601417663,0.736,0.212,4.76267671343239e-40,9.36342241860807e-36,"Yes","WRKY","cellular heat acclimation, cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding","DEGs",27
"Chir08Ox-b20840.2","Chir08Ox-b20840.2","AT5G58620","AT5G58620.1",0.670491913134021,0.858,0.345,2.29590667599798e-37,4.51375252501203e-33,"Yes","C3H","chloroplast, cytoplasmic stress granule, DNA-binding transcription factor activity, P-body, protein binding, regulation of DNA-templated transcription, RNA binding, translation","DEGs",28
"Chir07Ox-b26410.2","Chir07Ox-b26410.2","AT4G29190","AtOZF2",1.2648959664581,0.896,0.482,7.90530470109929e-39,1.55418290423612e-34,"Yes","C3H","DNA-binding transcription factor activity, nucleus, plasma membrane, regulation of DNA-templated transcription","DEGs",29
"Chir04Ox-b02760.2","Chir04Ox-b02760.2","AT2G23340","AT2G23340.1",0.869518100586128,0.943,0.502,2.74253106207411e-30,5.39181606803769e-26,"Yes","ERF","carboxylic acid biosynthetic process, developmental growth, DNA-binding transcription factor activity, flavonoid metabolic process, inorganic ion homeostasis, nucleus, regulation of DNA-templated transcription, response to fungus, response to water deprivation, response to wounding, transcription cis-regulatory region binding","DEGs",30
