"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir03Ox-b00650.2","Chir03Ox-b00650.2","AT3G01470","ATHB-1",1.038763288619,0.395,0.029,0,0,"Yes","HD-ZIP","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, leaf morphogenesis, negative regulation of translation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell growth, response to blue light, response to salt stress, sequence-specific DNA binding","DEGs",11
"Chir03Ox-b16100.2","Chir03Ox-b16100.2","AT3G16330","MYA6.13",1.02685424723492,0.313,0.03,0,0,NA,NA,"cellular_component, molecular_function, secondary metabolic process","DEGs",12
"Chir02Ox-b00230.2","Chir02Ox-b00230.2","AT1G64620","VDOF2",1.02892972186134,0.617,0.036,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","GEP_10and DEGs",13
"Chir01Ox-b27170.2","Chir01Ox-b27170.2","AT1G28400","F3M18.16",2.11167316044337,0.786,0.043,0,0,NA,NA,"biological_process, cellular_component, molecular_function","GEP_10and DEGs",14
"Chir03Ox-b15040.2","Chir03Ox-b15040.2","AT3G15353","MT3",2.50130154218069,0.58,0.043,0,0,NA,NA,"cellular copper ion homeostasis, copper ion binding, extracellular region, hormone-mediated signaling pathway, response to cytokinin, zinc ion binding","DEGs",15
"Chir04Ox-b25860.2","Chir04Ox-b25860.2","AT2G43120","AT2G43120.1",1.60321131379409,0.2,0.046,1.58230887480455e-132,3.11081924786575e-128,NA,NA,"cytosol, defense response to bacterium, nucleus, peptidase inhibitor activity, protein binding","DEGs",16
"Chir04Ox-b23870.2","Chir04Ox-b23870.2","AT2G41130","STC8",0.99040669286964,0.44,0.048,0,0,"Yes","bHLH","chloroplast envelope, DNA-binding transcription factor activity, hyperosmotic salinity response, nucleus, protein dimerization activity, regulation of DNA-templated transcription","GEP_10and DEGs",17
"Chir04Ox-b18820.2","Chir04Ox-b18820.2","AT2G36570","PXC1",0.999363452232826,0.624,0.049,0,0,NA,NA,"kinase activity, plant-type secondary cell wall biogenesis, plasma membrane, protein kinase activity, protein phosphorylation","GEP_10and DEGs",18
"Chir07Ox-b21070.2","Chir07Ox-b21070.2","AT4G24060","Dof4.6",1.11426412791664,0.746,0.066,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","GEP_10and DEGs",19
"Chir02Ox-b03080.2","Chir02Ox-b03080.2","AT1G62380","ATACO2",1.2184701965995,0.252,0.072,1.96181248087497e-125,3.85692333740019e-121,NA,NA,"1-aminocyclopropane-1-carboxylate oxidase activity, cellular response to fatty acid, cellular response to nitric oxide, copper ion binding, cytoplasm, cytosol, detection of ethylene stimulus, dioxygenase activity, endoplasmic reticulum, ethylene biosynthetic process, Golgi apparatus, nucleus, plant-type cell wall, plasma membrane, plasmodesma, positive regulation of seed germination","GEP_10and DEGs",20
"Chir04Ox-b10040.2","Chir04Ox-b10040.2","AT2G28510","AT2G28510.1",1.20192007202212,0.582,0.078,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleolus, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding, zinc ion binding","DEGs",21
"Chir02Ox-b22440.2","Chir02Ox-b22440.2","AT1G75500","UMAMIT5",1.99079071833963,0.582,0.088,0,0,NA,NA,"auxin export across the plasma membrane, mitochondrion, plant-type secondary cell wall biogenesis, plant-type vacuole, plant-type vacuole membrane, plasma membrane, positive regulation of auxin metabolic process, positive regulation of tryptophan metabolic process, transmembrane transporter activity, unidimensional cell growth","GEP_10and DEGs",22
"Chir06Ox-b17980.2","Chir06Ox-b17980.2","AT5G21105",NA,1.55737054641172,0.717,0.096,0,0,NA,NA,"alpha-amino acid metabolic process, carboxylic acid biosynthetic process, copper ion binding, extracellular region, L-ascorbate oxidase activity, oxidoreductase activity, plant-type cell wall, plasmodesma, response to jasmonic acid, response to water deprivation, response to wounding","GEP_10and DEGs",23
"Chir06Ox-b22720.2","Chir06Ox-b22720.2","AT5G16600","MYB43",1.37182255655711,0.576,0.096,0,0,"Yes","MYB","cell differentiation, DNA-binding transcription factor activity, L-phenylalanine biosynthetic process, nucleus, positive regulation of DNA-templated transcription, regulation of lignin biosynthetic process, regulation of phenylpropanoid metabolic process, regulation of secondary cell wall biogenesis, transcription cis-regulatory region binding","DEGs",24
"Chir07Ox-b26310.2","Chir07Ox-b26310.2","AT4G29100","BHLH68",1.36018299556522,0.805,0.101,0,0,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to abscisic acid, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs",25
"Chir04Ox-b02280.2","Chir04Ox-b02280.2","AT2G22850","AtbZIP6",1.24029369941804,0.498,0.11,0,0,"Yes","bZIP","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, transcription cis-regulatory region binding","DEGs",26
"Chir08Ox-b23950.2","Chir08Ox-b23950.2","AT5G61420","HAG1",1.20728621764704,0.573,0.192,1.20826388272134e-282,2.37544679343016e-278,"Yes","MYB","cellular response to sulfur starvation, defense response to fungus, DNA-binding transcription factor activity, induced systemic resistance, nucleus, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, response to bacterium, response to insect, transcription cis-regulatory region binding","DEGs",27
"Chir01Ox-b28620.2","Chir01Ox-b28620.2","AT1G29950","AT1G29950.1",1.14519636549528,0.746,0.234,0,0,"Yes","bHLH","DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription","DEGs",28
"Chir07Ox-b35230.2","Chir07Ox-b35230.2","AT4G37790","HAT22",1.00987275603246,0.622,0.296,4.12790983166363e-194,8.11547072905069e-190,"Yes","HD-ZIP","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, response to abscisic acid, response to cytokinin, response to water deprivation, transcription cis-regulatory region binding","DEGs",29
"Chir01Ox-b08030.2","Chir01Ox-b08030.2","AT1G08465","YAB2",0.978701646344656,0.73,0.381,1.51560562524178e-230,2.97968065922533e-226,"Yes","YABBY","abaxial cell fate specification, cell fate commitment, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",30
