"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir06Ox-b20190.2","Chir06Ox-b20190.2","AT5G18970","F17K4.4",2.55973516697966,0.109,0.009,1.86935579897199e-46,3.67515350077894e-42,NA,NA,"biological_process, cellular_component, molecular_function","GEP_3and DEGs",16
"Chir03Ox-b06010.2","Chir03Ox-b06010.2","AT3G06490","MYB108",0.788482474383948,0.114,0.012,2.12704232896079e-38,4.18176521873691e-34,"Yes","MYB","DNA-binding transcription factor activity, nucleus, positive regulation of anther dehiscence, regulation of DNA-templated transcription, response to fungus, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs",17
"Chir02Ox-b15850.2","Chir02Ox-b15850.2","AT1G69410","ATELF5A-3",1.51276466582857,0.174,0.017,1.31972244053609e-64,2.59457431809396e-60,NA,NA,"cytoplasm, cytosol, mitochondrion, positive regulation of translational elongation, positive regulation of translational termination, ribosome binding, RNA binding, translation elongation factor activity","GEP_31and DEGs",18
"Chir06Ox-b34070.2","Chir06Ox-b34070.2","AT5G04890","RTM2",0.729747157789002,0.134,0.019,2.05379472103693e-31,4.0377604215586e-27,NA,NA,"molecular_function, plasma membrane, response to virus, transport of virus in host, tissue to tissue","GEP_3and DEGs",19
"Chir01Ox-b07120.2","Chir01Ox-b07120.2","AT1G07640","OBP2",0.564396686213613,0.264,0.021,5.28085262493221e-121,1.03821562606167e-116,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regionalization, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, regulation of root development, response to insect, response to jasmonic acid, response to wounding, root radial pattern formation, transcription cis-regulatory region binding","DEGs",20
"Chir06Ox-b14960.2","Chir06Ox-b14960.2","AT5G24800","ATBZIP9",1.11087941435994,0.224,0.024,1.43935153563909e-73,2.82976511906646e-69,"Yes","bZIP","cellular response to glucose stimulus, DNA-binding transcription factor activity, nucleus, protein binding, protein heterodimerization activity, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",21
"Chir05Ox-b10420.2","Chir05Ox-b10420.2","AT3G45610","AT3G45610.1",0.737008279422221,0.254,0.025,1.52517085037996e-90,2.99848589184701e-86,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, root radial pattern formation, transcription cis-regulatory region binding","DEGs",22
"Chir06Ox-b09400.2","Chir06Ox-b09400.2","AT2G26400","ARD",1.55609915419498,0.104,0.025,2.03231949349806e-13,3.99554012421719e-09,NA,NA,"acireductone dioxygenase [iron(II)-requiring] activity, cytosol, heteropolysaccharide binding, L-methionine salvage from methylthioadenosine, methionine metabolic process, plasma membrane","DEGs",23
"Chir03Ox-b00420.2","Chir03Ox-b00420.2","AT3G01670","AT3G01670.2",1.64774046035636,0.169,0.029,1.07935432366937e-31,2.12201060033397e-27,NA,NA,"chloroplast, nucleus, phloem development, protein binding, protein homodimerization activity, protein self-association","GEP_3and DEGs",24
"Chir02Ox-b22040.2","Chir02Ox-b22040.2",NA,NA,3.03049248354328,0.244,0.034,3.98982580625036e-60,7.84399753508822e-56,NA,NA,NA,"DEGs",25
"Chir06Ox-b25450.2","Chir06Ox-b25450.2","AT5G14000","anac084",1.01323073271563,0.209,0.039,2.65949106500637e-35,5.22855943380253e-31,"Yes","NAC","carboxylic acid biosynthetic process, cellular catabolic process, cellular lipid metabolic process, DNA binding, DNA-binding transcription factor activity, lipid biosynthetic process, nucleus, organic cyclic compound catabolic process, organic hydroxy compound metabolic process, regulation of DNA-templated transcription, response to salt stress, secondary metabolic process, transcription cis-regulatory region binding","DEGs",26
"Chir03Ox-b00650.2","Chir03Ox-b00650.2","AT3G01470","ATHB-1",0.54764677283988,0.254,0.043,2.25928233984288e-49,4.4417490801311e-45,"Yes","HD-ZIP","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, leaf morphogenesis, negative regulation of translation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell growth, response to blue light, response to salt stress, sequence-specific DNA binding","DEGs",27
"Chir02Ox-b16030.2","Chir02Ox-b16030.2","AT1G69580","AT1G69580.1",1.02063892204476,0.269,0.044,8.71762125257129e-55,1.71388433825552e-50,"Yes","G2-like","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","GEP_31and DEGs",28
"Chir05Ox-b21880.2","Chir05Ox-b21880.2","AT3G56240","AT3G56240.2",2.01457979090731,0.343,0.045,3.30924300186552e-93,6.50597174166762e-89,NA,NA,"aging, cellular copper ion homeostasis, chloroplast, copper chaperone activity, cytoplasm, cytosol, metal ion binding, response to cadmium ion, response to reactive oxygen species","DEGs",29
"Chir07Ox-b34150.2","Chir07Ox-b34150.2","AT4G36710","HAM4",0.480783231853473,0.234,0.053,6.85020168504914e-31,1.34674965128066e-26,"Yes","GRAS","cell differentiation, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of shoot system development, sequence-specific DNA binding","DEGs",30
"Chir07Ox-b30800.2","Chir07Ox-b30800.2","AT4G33490","F17M5.250",0.857501409485596,0.174,0.063,2.34810414387779e-11,4.61637274686373e-07,NA,NA,"aspartic-type endopeptidase activity, biological_process, extracellular region","GEP_3and DEGs",31
"Chir03Ox-b15040.2","Chir03Ox-b15040.2","AT3G15353","MT3",2.87783963085947,0.303,0.063,3.22344724766633e-46,6.33729728891201e-42,NA,NA,"cellular copper ion homeostasis, copper ion binding, extracellular region, hormone-mediated signaling pathway, response to cytokinin, zinc ion binding","DEGs",32
"Chir07Ox-b35940.2","Chir07Ox-b35940.2","AT4G39780","ERF60",0.681188732180867,0.179,0.068,1.97493172822646e-10,3.88271577769321e-06,"Yes","ERF","defense response, DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, response to light stimulus, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs",33
"Chir01Ox-b05840.2","Chir01Ox-b05840.2","AT1G06490","ATGSL07",0.595750237857858,0.149,0.076,2.68764176848795e-05,0.52839037168473,NA,NA,"(1->3)-beta-D-glucan biosynthetic process, 1,3-beta-D-glucan synthase activity, 1,3-beta-D-glucan synthase complex, callose deposition in phloem sieve plate, glucosyltransferase activity, glycosyltransferase activity, mitochondrion, phloem transport, plasma membrane","GEP_3and DEGs",34
"Chir02Ox-b03080.2","Chir02Ox-b03080.2","AT1G62380","ATACO2",1.09405885506187,0.229,0.078,5.89728151720382e-16,1.15940554628227e-11,NA,NA,"1-aminocyclopropane-1-carboxylate oxidase activity, cellular response to fatty acid, cellular response to nitric oxide, copper ion binding, cytoplasm, cytosol, detection of ethylene stimulus, dioxygenase activity, endoplasmic reticulum, ethylene biosynthetic process, Golgi apparatus, nucleus, plant-type cell wall, plasma membrane, plasmodesma, positive regulation of seed germination","DEGs",35
"Chir07Ox-b11440.2","Chir07Ox-b11440.2","AT4G15120","DL3605W",1.03904487744554,0.159,0.08,1.74208742310119e-05,0.342494387381693,NA,NA,"carboxylic acid metabolic process, defense response to bacterium, molecular_function, nucleus, organic acid biosynthetic process, response to abscisic acid, secondary metabolic process","DEGs",36
"Chir07Ox-b16040.2","Chir07Ox-b16040.2","AT4G19060","AT4G19060.1",0.7598833933274,0.194,0.081,5.30408284212124e-10,1.04278268676104e-05,NA,NA,"ADP binding, biological_process, nucleus","GEP_3and DEGs",37
"Chir06Ox-b17670.2","Chir06Ox-b17670.2","AT5G22090","EAR1",1.68326942232701,0.249,0.09,4.39209097800985e-17,8.63485086276736e-13,NA,NA,"cytoplasm, endoplasmic reticulum, negative regulation of abscisic acid-activated signaling pathway, negative regulation of phosphorylation, nucleus, phosphatase binding, positive regulation of phosphatase activity, protein binding, protein N-terminus binding","GEP_31and DEGs",38
"Chir01Ox-b27710.2","Chir01Ox-b27710.2","AT1G29160","COG1",0.458709454886948,0.269,0.091,1.04592026157257e-19,2.05627923425167e-15,"Yes","Dof","DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, seed coat development, transcription cis-regulatory region binding","DEGs",39
"Chir02Ox-b12050.2","Chir02Ox-b12050.2","AT1G66200","ATGSR2",3.2609416086708,0.353,0.098,7.49741339036098e-39,1.47399147254497e-34,NA,NA,"apoplast, chloroplast envelope, chloroplast stroma, copper ion binding, cytoplasm, cytosol, cytosolic ribosome, glutamate-ammonia ligase activity, glutamine biosynthetic process, mitochondrion, mRNA binding, nitrate assimilation, plant-type vacuole, protein binding, salicylic acid binding","DEGs",40
